时间标识,帧ID,数据
2026-04-24 12:55:18.487.012,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:18.487.576,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:18.488.068,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:18.488.565,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:18.489.065,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:18.489.557,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:18.490.045,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:18.490.529,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:18.491.026,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:18.532.597,2,00 03 00 00 00 00 80 39
2026-04-24 12:55:18.566.326,1b1,3e 24 b3 13 f0
2026-04-24 12:55:18.578.561,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:18.610.507,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:18.620.595,2,00 03 00 00 00 00 80 39
2026-04-24 12:55:18.666.344,1b1,3e 24 b3 13 f0
2026-04-24 12:55:18.708.595,2,00 03 00 00 00 00 80 3a
2026-04-24 12:55:18.710.504,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:18.766.365,731,05
2026-04-24 12:55:18.766.596,1b1,3e 24 b3 13 f0
2026-04-24 12:55:18.782.997,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:18.783.581,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:18.784.161,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:18.796.592,2,00 03 00 00 00 00 80 3a
2026-04-24 12:55:18.815.047,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:18.866.372,1b1,3e 24 b3 13 f0
2026-04-24 12:55:18.884.588,2,00 03 00 00 00 00 80 3a
2026-04-24 12:55:18.966.370,1b1,3e 24 b3 13 f0
2026-04-24 12:55:18.972.589,2,00 03 00 00 00 00 80 3b
2026-04-24 12:55:18.983.017,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:19.010.488,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.060.586,2,00 03 00 00 00 00 80 3b
2026-04-24 12:55:19.066.391,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.082.995,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:19.083.571,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 12:55:19.084.151,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.084.735,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:19.085.303,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:19.085.876,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:19.086.440,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:19.087.004,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:19.087.569,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:19.088.061,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:19.088.557,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.089.057,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:19.089.549,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:19.090.037,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:19.090.522,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.091.018,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.115.028,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:19.148.583,2,00 03 00 00 00 00 80 3c
2026-04-24 12:55:19.166.388,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.210.474,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.236.581,2,00 03 00 00 00 00 80 3c
2026-04-24 12:55:19.266.390,731,05
2026-04-24 12:55:19.266.622,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.324.580,2,00 03 00 00 00 00 80 3d
2026-04-24 12:55:19.366.402,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.378.517,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:19.382.989,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.383.573,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.384.154,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:19.410.465,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.412.577,2,00 03 00 00 00 00 80 3d
2026-04-24 12:55:19.466.422,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.500.573,2,00 03 00 00 00 00 80 3d
2026-04-24 12:55:19.510.457,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:19.566.422,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.588.573,2,00 03 00 00 00 00 80 3e
2026-04-24 12:55:19.615.001,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.666.441,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.676.569,2,00 03 00 00 00 00 80 3e
2026-04-24 12:55:19.682.986,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:19.683.563,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 12:55:19.684.143,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.684.727,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:19.685.296,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:19.685.868,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:19.686.432,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:19.686.996,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:19.687.560,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:19.688.053,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:19.688.549,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.689.049,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:19.689.541,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:19.690.029,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:19.690.513,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.691.010,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.764.568,2,00 03 00 00 00 00 80 3f
2026-04-24 12:55:19.766.444,731,05
2026-04-24 12:55:19.766.676,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.782.975,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:19.814.990,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.852.565,2,00 03 00 00 00 00 80 3f
2026-04-24 12:55:19.866.441,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.914.983,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:19.940.566,2,00 03 00 00 00 00 80 40
2026-04-24 12:55:19.966.443,1b1,3e 24 b3 13 f0
2026-04-24 12:55:19.982.983,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.983.568,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:19.984.148,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:20.010.431,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.028.562,2,00 03 00 00 00 00 80 40
2026-04-24 12:55:20.066.463,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.116.562,2,00 03 00 00 00 00 80 41
2026-04-24 12:55:20.166.463,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.178.475,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:20.204.558,2,00 03 00 00 00 00 80 41
2026-04-24 12:55:20.210.418,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.266.483,731,05
2026-04-24 12:55:20.266.715,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.282.979,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:20.283.555,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 12:55:20.284.135,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.284.719,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:20.285.287,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:20.285.860,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:20.286.424,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:20.286.988,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:20.287.553,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:20.288.045,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:20.288.541,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.289.041,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:20.289.533,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:20.290.021,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:20.290.506,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.291.002,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.292.557,2,00 03 00 00 00 00 80 41
2026-04-24 12:55:20.314.965,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:20.366.486,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.380.553,2,00 03 00 00 00 00 80 42
2026-04-24 12:55:20.410.408,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.466.485,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.468.553,2,00 03 00 00 00 00 80 42
2026-04-24 12:55:20.556.551,2,00 03 00 00 00 00 80 43
2026-04-24 12:55:20.566.504,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.578.451,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:20.582.979,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.583.564,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.584.144,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:20.610.398,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.644.546,2,00 03 00 00 00 00 80 43
2026-04-24 12:55:20.666.502,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.710.392,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:20.732.544,2,00 03 00 00 00 00 80 44
2026-04-24 12:55:20.766.524,731,05
2026-04-24 12:55:20.766.757,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.814.934,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.820.541,2,00 03 00 00 00 00 80 44
2026-04-24 12:55:20.866.531,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.882.979,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:20.883.555,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 12:55:20.884.135,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.884.719,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:20.885.287,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:20.885.860,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:20.886.424,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:20.886.988,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:20.887.552,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:20.888.045,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:20.888.541,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.889.041,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:20.889.533,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:20.890.021,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:20.890.505,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.891.002,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:20.908.541,2,00 03 00 00 00 00 80 45
2026-04-24 12:55:20.966.526,1b1,3e 24 b3 13 f0
2026-04-24 12:55:20.978.430,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:20.996.541,2,00 03 00 00 00 00 80 45
2026-04-24 12:55:21.010.376,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.066.545,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.084.537,2,00 03 00 00 00 00 80 45
2026-04-24 12:55:21.110.372,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:21.166.545,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.172.533,2,00 03 00 00 00 00 80 46
2026-04-24 12:55:21.182.970,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.183.554,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.184.134,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:21.214.913,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.260.531,2,00 03 00 00 00 00 80 46
2026-04-24 12:55:21.266.564,731,05
2026-04-24 12:55:21.266.796,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.348.530,2,00 03 00 00 00 00 80 47
2026-04-24 12:55:21.367.563,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.382.886,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:21.414.904,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.436.528,2,00 03 00 00 00 00 80 47
2026-04-24 12:55:21.467.581,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.482.969,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:21.483.545,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 12:55:21.484.125,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.484.709,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:21.485.278,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:21.485.850,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:21.486.414,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:21.486.978,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:21.487.542,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:21.488.034,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:21.488.531,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.489.031,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:21.489.523,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:21.490.012,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:21.490.496,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.490.992,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.510.347,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:21.524.526,2,00 03 00 00 00 00 80 48
2026-04-24 12:55:21.567.580,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.610.341,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.612.525,2,00 03 00 00 00 00 80 48
2026-04-24 12:55:21.667.598,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.700.521,2,00 03 00 00 00 00 80 48
2026-04-24 12:55:21.767.599,731,05
2026-04-24 12:55:21.767.831,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.778.386,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:21.782.966,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.783.551,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.784.131,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:21.788.518,2,00 03 00 00 00 00 80 49
2026-04-24 12:55:21.810.334,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:21.867.603,1b1,3e 24 b3 13 f0
2026-04-24 12:55:21.876.518,2,00 03 00 00 00 00 80 49
2026-04-24 12:55:21.910.325,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:21.964.515,2,00 03 00 00 00 00 80 4a
2026-04-24 12:55:21.967.620,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.010.321,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.052.512,2,00 03 00 00 00 00 80 4a
2026-04-24 12:55:22.067.621,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.082.961,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:22.083.538,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 12:55:22.084.118,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.084.702,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:22.085.270,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:22.085.842,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:22.086.406,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:22.086.970,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:22.087.535,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:22.088.027,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:22.088.523,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.089.023,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:22.089.515,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:22.090.003,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:22.090.488,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.090.984,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.140.510,2,00 03 00 00 00 00 80 4b
2026-04-24 12:55:22.167.639,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.178.363,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:22.210.309,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.228.509,2,00 03 00 00 00 00 80 4b
2026-04-24 12:55:22.267.638,731,05
2026-04-24 12:55:22.267.870,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.310.304,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:22.316.507,2,00 03 00 00 00 00 80 4c
2026-04-24 12:55:22.367.641,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.382.957,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.383.541,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.384.122,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:22.404.505,2,00 03 00 00 00 00 80 4c
2026-04-24 12:55:22.414.848,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.467.665,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.492.505,2,00 03 00 00 00 00 80 4c
2026-04-24 12:55:22.567.659,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.580.502,2,00 03 00 00 00 00 80 4d
2026-04-24 12:55:22.582.822,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:22.614.837,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.667.678,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.668.498,2,00 03 00 00 00 00 80 4d
2026-04-24 12:55:22.682.954,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:22.683.530,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 12:55:22.684.110,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.684.694,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:22.685.262,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:22.685.834,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:22.686.398,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:22.686.962,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:22.687.527,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:22.688.019,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:22.688.515,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.689.016,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:22.689.508,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:22.689.996,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:22.690.480,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.690.976,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.710.283,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:22.756.498,2,00 03 00 00 00 00 80 4e
2026-04-24 12:55:22.767.679,731,05
2026-04-24 12:55:22.767.910,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.814.824,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.844.495,2,00 03 00 00 00 00 80 4e
2026-04-24 12:55:22.867.680,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.932.494,2,00 03 00 00 00 00 80 4f
2026-04-24 12:55:22.967.703,1b1,3e 24 b3 13 f0
2026-04-24 12:55:22.982.798,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:22.983.295,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.983.879,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:22.984.459,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:23.010.265,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.020.489,2,00 03 00 00 00 00 80 4f
2026-04-24 12:55:23.067.698,1b1,3e 24 b3 13 f0
2026-04-24 12:55:23.108.489,2,00 03 00 00 00 00 80 4f
2026-04-24 12:55:23.114.809,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:23.167.722,1b1,3e 24 b3 13 f0
2026-04-24 12:55:23.196.485,2,00 03 00 00 00 00 80 50
2026-04-24 12:55:23.210.253,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.267.718,731,05
2026-04-24 12:55:23.267.950,1b1,3e 24 b3 13 f0
2026-04-24 12:55:23.282.950,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:23.283.526,18f182a0,00 00 03 00 02 00 01 00
2026-04-24 12:55:23.284.106,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.284.690,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:23.285.258,2,00 03 00 00 00 00 80 50
2026-04-24 12:55:23.285.759,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:23.286.331,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:23.286.895,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:23.287.459,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:23.288.023,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:23.288.515,182,00 00 03 00 02 00 01 00
2026-04-24 12:55:23.289.011,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.289.512,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:23.290.004,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:23.290.492,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:23.290.976,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.291.472,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.367.734,1b1,3e 24 b3 13 f0
2026-04-24 12:55:23.372.482,2,00 03 00 00 00 00 80 51
2026-04-24 12:55:23.378.297,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:23.410.244,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.460.479,2,00 03 00 00 00 00 80 51
2026-04-24 12:55:23.467.727,1b1,3e 24 b3 13 f0
2026-04-24 12:55:23.510.237,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:23.548.479,2,00 03 00 00 00 00 80 52
2026-04-24 12:55:23.567.748,1b1,3e 24 b5 13 f0
2026-04-24 12:55:23.582.944,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.583.528,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.584.109,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:23.614.783,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.636.474,2,00 03 00 00 00 00 80 52
2026-04-24 12:55:23.667.747,1b1,3e 24 b5 13 f0
2026-04-24 12:55:23.724.473,2,00 03 00 00 00 00 80 53
2026-04-24 12:55:23.767.767,731,05
2026-04-24 12:55:23.767.999,1b1,3e 24 b5 13 f0
2026-04-24 12:55:23.782.754,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:23.812.470,2,00 03 00 00 00 00 80 53
2026-04-24 12:55:23.814.770,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.867.771,1b1,3e 24 b5 13 f0
2026-04-24 12:55:23.882.943,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:23.883.519,18f182a0,01 00 03 00 a7 00 01 00
2026-04-24 12:55:23.884.088,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.884.672,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:23.885.240,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:23.885.812,18f186a0,02 02 03 02 01 cc 0c 00
2026-04-24 12:55:23.886.377,18f187a0,02 02 02 02 02 02 02 02
2026-04-24 12:55:23.886.941,18f188a0,02 02 02 02 00 02 02 02
2026-04-24 12:55:23.887.505,181,00 01 00 10 5a 00 00 00
2026-04-24 12:55:23.887.998,182,01 00 03 00 a7 00 01 00
2026-04-24 12:55:23.888.486,183,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.888.986,184,34 00 00 00 00 00 00 37
2026-04-24 12:55:23.889.478,185,00 00 00 00 00 00 da 00
2026-04-24 12:55:23.889.966,186,00 00 03 02 01 02 02 02
2026-04-24 12:55:23.890.450,191,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.890.946,192,00 00 00 00 00 00 00 00
2026-04-24 12:55:23.900.470,2,00 03 00 00 00 00 80 53
2026-04-24 12:55:23.910.218,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:23.967.767,1b1,3e 24 b3 13 f0
2026-04-24 12:55:23.988.466,2,00 03 00 00 00 00 80 54
2026-04-24 12:55:24.010.209,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:24.067.790,1b1,3e 24 b3 13 f0
2026-04-24 12:55:24.076.466,2,00 03 00 00 00 00 80 54
2026-04-24 12:55:24.164.464,2,00 03 00 00 00 00 80 55
2026-04-24 12:55:24.167.788,1b1,3e 24 b3 13 f0
2026-04-24 12:55:24.178.255,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:24.182.939,18f189a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:24.183.524,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:24.184.104,11d,01 03 00 00 00 01 84 0a
2026-04-24 12:55:24.210.199,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:24.252.462,2,00 03 00 00 00 00 80 55
2026-04-24 12:55:24.267.806,731,05
2026-04-24 12:55:24.268.038,1b1,3e 24 b3 13 f0
2026-04-24 12:55:24.310.196,18d,00 00 00 00 00 00 01 00
2026-04-24 12:55:24.340.459,2,00 03 00 00 00 00 80 56
2026-04-24 12:55:24.367.816,1b1,3e 24 b3 13 f0
2026-04-24 12:55:24.414.738,18d,00 00 00 00 00 00 00 00
2026-04-24 12:55:24.428.457,2,00 03 00 00 00 00 80 56
2026-04-24 12:55:24.467.810,1b1,3e 24 b3 13 f0
2026-04-24 12:55:24.482.938,18f181a0,00 01 00 10 5a 00 00 00
2026-04-24 12:55:24.483.515,18f182a0,01 00 03 00 a6 00 01 00
2026-04-24 12:55:24.484.083,18f183a0,00 00 00 00 00 00 00 00
2026-04-24 12:55:24.484.667,18f184a0,0c 00 00 00 3c 00 00 0f
2026-04-24 12:55:24.485.236,18f185a0,00 00 00 00 00 00 00 da
2026-04-24 12:55:24.485.808,18f186a0,02 02 03 02 01 cc 0c 00
